6.180531580119733e-07,9.03905194359615e-07,1.1313420869553558e-06,1.2340451358439581e-06,1.198445964062434e-06,1.0616367528247872e-06,8.796597565566841e-07,6.970037242623326e-07,5.361877972579249e-07,4.03587840232294e-07,2.9849768296824684e-07,2.1794382367472824e-07,1.5785195943442193e-07,1.137356954684616e-07,8.179119208867603e-08,5.932857492260768e-08,4.4273260059745686e-08,3.462371477536954e-08,2.8463541532510958e-08,2.432422240003731e-08,2.1345837884341273e-08,1.8991141553810496e-08,1.673181560700836e-08,1.4227093425105012e-08,1.1726657216088745e-08,9.913164638139546e-09,9.141205475713256e-09,9.035966753714075e-09,9.039040513256362e-09,9.124081897562698e-09,9.661014146366318e-09,1.0750086683965787e-08,1.2129078902079617e-08,1.3700651441428842e-08,1.5607267799678887e-08,1.7544289389063227e-08,1.8459010325402235e-08,1.7420776178729318e-08,1.4689930966583239e-08,1.1618612083444731e-08,9.523644828601673e-09,8.813245381594609e-09,9.090422861981297e-09,9.777760783551434e-09,1.0469014195422084e-08,1.0862727010862193e-08,1.0737016440034596e-08,1.0131668647037319e-08,9.362559839919058e-09,8.746139364076473e-09,8.416565390295506e-09,8.373214518793824e-09,8.474843310664682e-09,8.378204325107315e-09,7.751898806597918e-09,6.6825783876691225e-09,5.7287884692761785e-09,5.461231205450654e-09,6.0185315749313705e-09,7.1213535157703e-09,8.327335886648468e-09,9.216791836928935e-09,9.636523498547015e-09,9.997786255802629e-09,1.1124066962187575e-08,1.3498075272738745e-08,1.6691027968889382e-08,1.9754456435149564e-08,2.2189075485358417e-08,2.4329561727942433e-08,2.6730254403469513e-08,2.9400202138513667e-08,3.1788539214435334e-08,3.338642389710964e-08,3.425292979013567e-08,3.515014996890709e-08,3.7355404700683073e-08,4.2173228070273906e-08,5.022934481855395e-08,6.103674308735145e-08,7.342520433700595e-08,8.662681949242671e-08,1.0101417688334661e-07,1.1802712534402916e-07,1.3978934175309133e-07,1.6882244868506769e-07,2.0806289071897162e-07,2.617803891346976e-07,3.3747146339393404e-07,4.472501637178417e-07,6.067631820123361e-07,8.307777692075562e-07,1.1259139391588508e-06,1.481700529013537e-06,1.8620114415914812e-06,2.201526794521009e-06,2.4148443657393078e-06,2.4231416767689214e-06,2.1919673587749135e-06,1.7601857852234345e-06
1.2131977368751076e-06,1.6515599882233157e-06,1.9359694175402813e-06,1.9908460855946763e-06,1.8368294869383752e-06,1.5597327905121689e-06,1.2501641201023173e-06,9.651233093155173e-07,7.261376755111721e-07,5.351641120861309e-07,3.876205043911406e-07,2.7711106177716094e-07,1.9647023410772386e-07,1.3896434795090112e-07,9.92720971235271e-08,7.31817910102748e-08,5.6814971335955664e-08,4.660145355143608e-08,3.9901029170308865e-08,3.5249679188271616e-08,3.1767387830453505e-08,2.8490963263795158e-08,2.45820579511801e-08,2.0105646898014373e-08,1.6130856083326735e-08,1.372412065460422e-08,1.2929875606512172e-08,1.2941735757367476e-08,1.3124877505756761e-08,1.3516353427753182e-08,1.4408241165409654e-08,1.5980508046842025e-08,1.8504850082013443e-08,2.232631426374527e-08,2.7076463894915557e-08,3.111202867903741e-08,3.238953733598917e-08,3.0195789582172524e-08,2.5844494473523054e-08,2.158097476681003e-08,1.8985969703516683e-08,1.840476618274432e-08,1.940772762484047e-08,2.129279397742282e-08,2.318294013677761e-08,2.418238610995665e-08,2.3868789321832847e-08,2.2546268243599262e-08,2.085621547611531e-08,1.9293985481967017e-08,1.811101248316658e-08,1.7285006847911093e-08,1.639500109142141e-08,1.4862285921833893e-08,1.2602713542900943e-08,1.0327785304862001e-08,9.032864876788684e-09,9.227727885311445e-09,1.0709108042305059e-08,1.2899422105804349e-08,1.522674072983566e-08,1.7378715003694015e-08,1.9574398621341602e-08,2.262580039428328e-08,2.7411288760010866e-08,3.405577288209259e-08,4.168852888771284e-08,4.912206692693004e-08,5.5674665146583276e-08,6.120213290610466e-08,6.557810089650964e-08,6.86469435287711e-08,7.080810220876471e-08,7.328054513545638e-08,7.753906777832024e-08,8.459657040459459e-08,9.487554356688721e-08,1.0851269117542468e-07,1.2555699931714355e-07,1.460337504406212e-07,1.7021003291252468e-07,1.9901789593197363e-07,2.3433361493040525e-07,2.7905375094119056e-07,3.3705931475870253e-07,4.136986635427472e-07,5.178873894406778e-07,6.650761785153694e-07,8.779968355822021e-07,1.1835774047678756e-06,1.6073479870596321e-06,2.165514484019329e-06,2.851746802901134e-06,3.6178563220515494e-06,4.3575739588556864e-06,4.912903040083173e-06,5.117125416080966e-06,4.863500303589843e-06,4.165514526170657e-06,3.172134328223679e-06
1.7367051608757966e-06,2.2594708572914295e-06,2.537917795844898e-06,2.5059862748846274e-06,2.225485978664783e-06,1.8253548767650534e-06,1.4194281955724586e-06,1.0675179813101295e-06,7.848204774078141e-07,5.664877450417294e-07,4.028942017624967e-07,2.8400794094949244e-07,2.0017028114531902e-07,1.4286969222560395e-07,1.0501807768786678e-07,8.05129072376794e-08,6.416786189194079e-08,5.2410415651718135e-08,4.366239839608348e-08,3.7459843400801755e-08,3.308027661214063e-08,2.9235949825727718e-08,2.5018467276398626e-08,2.071276578519298e-08,1.741164677511067e-08,1.5882646369363497e-08,1.5930927629863962e-08,1.6787138211547386e-08,1.784416337242343e-08,1.897962367327362e-08,2.0574266666486324e-08,2.3484841783746924e-08,2.8590246291747924e-08,3.574056137834962e-08,4.3042441869290545e-08,4.760583444454389e-08,4.7510711494351515e-08,4.3273937285961014e-08,3.7370131673927406e-08,3.2387187199032554e-08,2.9675532995739226e-08,2.932933524704413e-08,3.077648897830488e-08,3.312596784026038e-08,3.5325995946762577e-08,3.6530309918272256e-08,3.6438806546658247e-08,3.5194513883619965e-08,3.3136692830184445e-08,3.0759280647428185e-08,2.852611021560387e-08,2.6441312668310387e-08,2.4060346370579243e-08,2.1177353423385916e-08,1.835652347262008e-08,1.6595779260790173e-08,1.6508003895455676e-08,1.7959397104945648e-08,2.048105832452347e-08,2.3827923440881998e-08,2.8045301922510744e-08,3.319674037434281e-08,3.932600085964827e-08,4.6792464331609464e-08,5.6433541923801195e-08,6.901589578437083e-08,8.431340725535825e-08,1.007377223247548e-07,1.1590332637404482e-07,1.277313390623866e-07,1.3562265496085336e-07,1.412451473067063e-07,1.481351737242555e-07,1.597599108618611e-07,1.7731465900181326e-07,1.992507873054211e-07,2.229953157223316e-07,2.4739310879028877e-07,2.741182230190991e-07,3.073059597693534e-07,3.5186852286338166e-07,4.119396371848939e-07,4.908925100250543e-07,5.930191402193121e-07,7.262978539346432e-07,9.063220671831517e-07,1.1596692501944393e-06,1.5221026579219253e-06,2.030910268797838e-06,2.718101948825581e-06,3.6077722330176763e-06,4.707358003312219e-06,5.979002634486608e-06,7.2975641325347075e-06,8.43263396166539e-06,9.095788616454684e-06,9.049318808639694e-06,8.2179937694077e-06,6.740417186431751e-06,4.933790648623371e-06
2.1933063498263885e-06,2.78259823250093e-06,3.039311101946288e-06,2.909559799048333e-06,2.499449310024802e-06,1.981453011593937e-06,1.4909708872490304e-06,1.0891700680837224e-06,7.831738317212581e-07,5.581670897734418e-07,3.9620168174461377e-07,2.8196413744193604e-07,2.030159649600608e-07,1.4907472426216541e-07,1.116828067880169e-07,8.444802362328949e-08,6.356990123633759e-08,4.780444567503047e-08,3.722338926161046e-08,3.145150753315921e-08,2.888745797758578e-08,2.74158667785835e-08,2.5629149378486626e-08,2.3410969836984414e-08,2.158383956140062e-08,2.1052149087278014e-08,2.209289952838096e-08,2.4206566677984904e-08,2.6580231664019827e-08,2.8933412517830536e-08,3.206516340967376e-08,3.728658876335567e-08,4.493923110859704e-08,5.340002126368896e-08,5.968053394796611e-08,6.130499110891359e-08,5.8035574683524335e-08,5.1989201360891084e-08,4.604452759187543e-08,4.204257163892199e-08,4.0227499350921525e-08,3.9928306993226443e-08,4.048321055650487e-08,4.161590776451216e-08,4.3241086658416866e-08,4.5053177092172074e-08,4.6299722026861805e-08,4.6187952828044944e-08,4.470096311703534e-08,4.268522237346058e-08,4.0876426560019425e-08,3.919851800532283e-08,3.730643229802575e-08,3.547959339455593e-08,3.4560584819217855e-08,3.50473192587244e-08,3.660767828824859e-08,3.872951493523408e-08,4.166481028919664e-08,4.6392697041747564e-08,5.359087022011148e-08,6.287566866037526e-08,7.343862260843559e-08,8.568960102882444e-08,1.0196021140544883e-07,1.2484318314420916e-07,1.543806227570064e-07,1.869893230317981e-07,2.1749974866508235e-07,2.426874777769049e-07,2.634652994268405e-07,2.842294904890019e-07,3.0992953207167934e-07,3.429231469461289e-07,3.8181461508026147e-07,4.2278500804642184e-07,4.62318173433021e-07,5.003313144492344e-07,5.424662175728546e-07,5.993068003407026e-07,6.82247718803107e-07,7.999830601661562e-07,9.598522968569583e-07,1.1738358362111177e-06,1.4657212828523562e-06,1.8748495570193857e-06,2.45127695908285e-06,3.242574059277199e-06,4.283279203234562e-06,5.5969831274151845e-06,7.20026718350609e-06,9.079930802994213e-06,1.1130397935983016e-05,1.3088723715517035e-05,1.4544438104934988e-05,1.5067215986298862e-05,1.4396039674193952e-05,1.2572435419935385e-05,9.9436548988595e-06,7.045181924027197e-06
2.7019064396832224e-06,3.3514005468731655e-06,3.56780805087696e-06,3.320824703273725e-06,2.7686821980843563e-06,2.128546225176217e-06,1.5559673299288339e-06,1.111097201655487e-06,7.89225297796799e-07,5.621480101468914e-07,4.023528798325596e-07,2.8969555656461917e-07,2.099985421403231e-07,1.5277817724335863e-07,1.1047875600595334e-07,7.861732453906944e-08,5.5452203273626146e-08,4.057983243695829e-08,3.325950226886285e-08,3.165057482065335e-08,3.313708150748009e-08,3.507707534831443e-08,3.5581332049438024e-08,3.422845679209393e-08,3.223618103556904e-08,3.153903265820144e-08,3.32139032736241e-08,3.672614566813809e-08,4.090335373692563e-08,4.5485402680602834e-08,5.120232816953973e-08,5.829668720787868e-08,6.551304579262671e-08,7.071856778183293e-08,7.227780766554912e-08,7.001582034151362e-08,6.533669023330442e-08,6.044716387188113e-08,5.7075596110080995e-08,5.555411557484037e-08,5.4969819513839257e-08,5.427610312750332e-08,5.3384196461406275e-08,5.319152993304516e-08,5.44721281319201e-08,5.6730426686450194e-08,5.8446992121801456e-08,5.876095858035493e-08,5.8545738840808614e-08,5.928550826987858e-08,6.124940600532789e-08,6.349151613901312e-08,6.54511660477266e-08,6.770332321317703e-08,7.086430139383793e-08,7.440930199532554e-08,7.727668395348617e-08,7.952942027796777e-08,8.284736973426297e-08,8.923533813501945e-08,9.945988563369621e-08,1.1294522640575279e-07,1.2950961213176095e-07,1.5134707287956585e-07,1.826816407616656e-07,2.2646801701617314e-07,2.810329661860302e-07,3.4036646680773635e-07,3.981933345528354e-07,4.518859658430963e-07,5.027094067040735e-07,5.531206571300573e-07,6.046345886660465e-07,6.581341751722728e-07,7.146341131298352e-07,7.741183548779515e-07,8.349599715675687e-07,8.98104479807739e-07,9.729960059912361e-07,1.0774124401229003e-06,1.2309721035728798e-06,1.4512293016509745e-06,1.7584027528077753e-06,2.1850800432748425e-06,2.7824151861250556e-06,3.615786849090848e-06,4.748881182914349e-06,6.225737874905142e-06,8.06572479998206e-06,1.0272659801243487e-05,1.2832891190530025e-05,1.566805189713818e-05,1.8544747643121296e-05,2.1013594764764562e-05,2.2479305227026182e-05,2.2422263432224666e-05,2.065161382247106e-05,1.7421624686072633e-05,1.3347594909119913e-05,9.190458093429052e-06
3.1808868929803888e-06,3.8589970706748265e-06,4.0227323284309306e-06,3.6729682730279316e-06,3.0103197554969635e-06,2.280528949937387e-06,1.6476319703234696e-06,1.1671647647637585e-06,8.256602656226747e-07,5.8706105647926e-07,4.1859460655401346e-07,2.979625167383186e-07,2.1141495168576502e-07,1.4987110597234122e-07,1.0668981367203428e-07,7.721961826723699e-08,5.8484230552643116e-08,4.83616134613929e-08,4.488752411457228e-08,4.5931977240930243e-08,4.8980452965274867e-08,5.130732103233523e-08,5.1039322195356186e-08,4.846915449024106e-08,4.602101258959703e-08,4.631707586613861e-08,5.00908129790526e-08,5.620926392844856e-08,6.344331308181602e-08,7.128642071198043e-08,7.894363855075114e-08,8.477942304630894e-08,8.752893777605618e-08,8.738041914113791e-08,8.539204366769965e-08,8.246730468436895e-08,7.932356418080201e-08,7.688562218909698e-08,7.595586060997324e-08,7.64210303680358e-08,7.725859480499585e-08,7.764117686789364e-08,7.784481867482634e-08,7.876089465797497e-08,8.051163336675754e-08,8.195966133154982e-08,8.214961091397079e-08,8.211870932799207e-08,8.437827118180614e-08,9.03083047774489e-08,9.886431023301383e-08,1.0821008842944572e-07,1.1774767373166944e-07,1.2780159757556946e-07,1.3789609374676704e-07,1.4648471094507999e-07,1.5260707343970675e-07,1.5717635487744907e-07,1.6246280953328687e-07,1.7080221232066727e-07,1.8397050377160741e-07,2.0365691967334424e-07,2.3257374701005906e-07,2.7482309105793796e-07,3.342528460183606e-07,4.1160270038105117e-07,5.030976132103115e-07,6.021041074411317e-07,7.021688328937182e-07,7.981856356198799e-07,8.85338463448521e-07,9.594696469787672e-07,1.021109902337467e-06,1.0786447654288424e-06,1.1440012452366059e-06,1.223799039945626e-06,1.3179915548781622e-06,1.429668138087034e-06,1.5740569596343617e-06,1.7764321196705742e-06,2.0645905523661153e-06,2.467817837703317e-06,3.025039455516883e-06,3.7945969558603328e-06,4.85588432397975e-06,6.296928666556873e-06,8.189756642797998e-06,1.0565727026789983e-05,1.3407202195196937e-05,1.665716815310784e-05,2.0217974705176485e-05,2.389860715173613e-05,2.7318512867816773e-05,2.9865719580549158e-05,3.0829889373946036e-05,2.970387945521427e-05,2.6467182247260237e-05,2.164433755977646e-05,1.6113049021482338e-05,1.08053276208572e-05
3.4548764726586494e-06,4.135143437855087e-06,4.27350699174633e-06,3.888099789487225e-06,3.1893769915833643e-06,2.424143953481108e-06,1.7562798552864597e-06,1.2440616385367218e-06,8.770376080770464e-07,6.196305294744788e-07,4.381223450024952e-07,3.0975396706564756e-07,2.206456221978488e-07,1.6092101711451967e-07,1.2218635693624762e-07,9.75326426364853e-08,8.212397053558651e-08,7.312396738543346e-08,6.880161063015425e-08,6.742631171728336e-08,6.690581490803464e-08,6.55239147099885e-08,6.302789906980179e-08,6.088435015979273e-08,6.117528080273447e-08,6.495886569108445e-08,7.178243883431859e-08,8.072688802527586e-08,9.104252262687094e-08,1.0123052846230084e-07,1.0872517892211145e-07,1.1189144278859708e-07,1.1181142522275245e-07,1.1095135564043087e-07,1.1043176467263659e-07,1.0955540169809135e-07,1.0772701726661908e-07,1.058405987104215e-07,1.0554843678371039e-07,1.0770686435404956e-07,1.1186022803880747e-07,1.1692279568860165e-07,1.2191147080319687e-07,1.259748779965584e-07,1.281541806329063e-07,1.2798430630470405e-07,1.269266936793161e-07,1.2855000963326423e-07,1.36153146438187e-07,1.5020951894506782e-07,1.6872980322977786e-07,1.8970947332045918e-07,2.1230332466287306e-07,2.3569219183127837e-07,2.5783878111714117e-07,2.761041936402782e-07,2.8892191381302344e-07,2.967229145301479e-07,3.020071113244609e-07,3.092039154466245e-07,3.241137285006529e-07,3.528532630185182e-07,4.0073817502688136e-07,4.713149452786016e-07,5.657983242525556e-07,6.829614932019203e-07,8.188306878864468e-07,9.660090804806307e-07,1.1133719447486254e-06,1.2469443480616185e-06,1.3535055247316566e-06,1.428095622913363e-06,1.4809307866476557e-06,1.5346955335927288e-06,1.6116211718919337e-06,1.7237188341734527e-06,1.8768458634166572e-06,2.081439429326264e-06,2.3567079282222604e-06,2.727704312668121e-06,3.224313344500434e-06,3.8871365737059825e-06,4.777450870762955e-06,5.983689373608257e-06,7.6155006179074656e-06,9.779615468856804e-06,1.2540690457908943e-05,1.5884722436173952e-05,1.9711074495822615e-05,2.3858599818241555e-05,2.8124200969783743e-05,3.221463952440328e-05,3.564438011472809e-05,3.7710724667890395e-05,3.768551140695871e-05,3.5176640792275385e-05,3.0403001008202507e-05,2.4160140497238934e-05,1.7517890233682458e-05,1.1470608340894839e-05
3.491788046486899e-06,4.179186233204898e-06,4.33993450993326e-06,3.9825054804403e-06,3.300052946905668e-06,2.5302835244760737e-06,1.8418972605287416e-06,1.3042499300241015e-06,9.154859348399747e-07,6.440884707628406e-07,4.5698432732615775e-07,3.2948645991013324e-07,2.445499671178221e-07,1.8947785182939818e-07,1.5402128168821892e-07,1.3043144743930368e-07,1.1395651403779662e-07,1.0217750346977191e-07,9.355153964836032e-08,8.671923015580544e-08,8.089394895884791e-08,7.622061521189541e-08,7.343346907473186e-08,7.322287194278608e-08,7.583230458430861e-08,8.116067776166547e-08,8.932407443890189e-08,1.0065352116753619e-07,1.1433915655215938e-07,1.2752861320257217e-07,1.372042315078885e-07,1.4308392804479265e-07,1.4742180907718694e-07,1.5169728959916313e-07,1.546866058138298e-07,1.5435766218277444e-07,1.5091463664802015e-07,1.473617125805492e-07,1.4726398169110442e-07,1.521861014363975e-07,1.6103650889660833e-07,1.7134075216039228e-07,1.8081091927098753e-07,1.8795524767873667e-07,1.9222512591466214e-07,1.9479460708897943e-07,1.9917969165784616e-07,2.0979684919316027e-07,2.2919920271900027e-07,2.57101676990618e-07,2.9201737079972555e-07,3.32905582803517e-07,3.7855400890768987e-07,4.255097033628695e-07,4.6750615698879266e-07,4.978646373207597e-07,5.129865194199236e-07,5.145414613851378e-07,5.097400213348503e-07,5.096212268865502e-07,5.257131680543789e-07,5.665435885689431e-07,6.357788503684523e-07,7.334152888168215e-07,8.591728955192967e-07,1.0135787877501529e-06,1.193886610768603e-06,1.3888567881055804e-06,1.5782786377609142e-06,1.7386773718709463e-06,1.8536040073110167e-06,1.924188910284148e-06,1.9717801347204833e-06,2.0287780642120716e-06,2.125850940938725e-06,2.2863106017669844e-06,2.527441285933621e-06,2.8625742098040124e-06,3.3043118541760887e-06,3.872584661584524e-06,4.6050032783598435e-06,5.564696768046887e-06,6.844213930880168e-06,8.56239934384026e-06,1.0846483841509361e-05,1.3793457779185063e-05,1.7417917566855568e-05,2.1614616370256162e-05,2.6170281955398003e-05,3.082266078633271e-05,3.530009625169488e-05,3.926331783251183e-05,4.2181925456911e-05,4.332671450654377e-05,4.2028818253043025e-05,3.808871247904701e-05,3.199817850923067e-05,2.477491451300136e-05,1.756247093427436e-05,1.1286543737405834e-05
3.4148693547483393e-06,4.1161574728701285e-06,4.309331384328798e-06,3.986096701057488e-06,3.325062896262796e-06,2.560430308225044e-06,1.8656861231620399e-06,1.3173108047431504e-06,9.203560074028842e-07,6.48116093321343e-07,4.677265562705764e-07,3.504408439377555e-07,2.7433185024347087e-07,2.2401494581396163e-07,1.8935416473590014e-07,1.6417195172676759e-07,1.4498378267350888e-07,1.2979026774173126e-07,1.1738062529479498e-07,1.0718006947927826e-07,9.914619133949e-08,9.341091822629386e-08,8.991398368443671e-08,8.845609639705872e-08,8.92275038537315e-08,9.33348926438287e-08,1.0247693012562071e-07,1.1734928108894473e-07,1.3608156073217404e-07,1.5496111541633242e-07,1.7132474745188897e-07,1.85205519137558e-07,1.974077311062586e-07,2.0663899422701725e-07,2.1002288961435093e-07,2.067534729590363e-07,2.002803509051969e-07,1.9625731098620826e-07,1.985799558343039e-07,2.075638332262562e-07,2.2124776271421403e-07,2.3739374896748577e-07,2.540637026347691e-07,2.695290221059432e-07,2.832777786506315e-07,2.9747513725269156e-07,3.164878676342313e-07,3.444949128049562e-07,3.839818499496311e-07,4.362479581313643e-07,5.019478773794475e-07,5.798867519095973e-07,6.646699919400793e-07,7.456894152858091e-07,8.096596349093262e-07,8.459896176800233e-07,8.519736870530021e-07,8.352793576744241e-07,8.123162658011072e-07,8.025015300007534e-07,8.207721402043386e-07,8.724309037704758e-07,9.547066449005124e-07,1.0653235338687694e-06,1.2095904768578438e-06,1.396115908161886e-06,1.6238818850499106e-06,1.8737296359771226e-06,2.1121217985398566e-06,2.304768943891089e-06,2.4325740578001713e-06,2.501161288455036e-06,2.5394832717197184e-06,2.590916334562275e-06,2.7022414401017813e-06,2.912324420985075e-06,3.243500400303028e-06,3.703672006125805e-06,4.302621023401487e-06,5.07193255503899e-06,6.074571300314598e-06,7.403491251248655e-06,9.176511290647336e-06,1.1525300532459474e-05,1.456583601185566e-05,1.8344312946859547e-05,2.2777753387180013e-05,2.763436342734966e-05,3.259007210788779e-05,3.733060275144568e-05,4.1588479543164464e-05,4.50326431956034e-05,4.7111141138198415e-05,4.709637864789281e-05,4.444053402353897e-05,3.9195346166616605e-05,3.211351561944885e-05,2.433941310349331e-05,1.696890935453036e-05,1.0776774328455672e-05
3.308674212884091e-06,3.994838937654973e-06,4.185952798686551e-06,3.8739546544706925e-06,3.233336643545276e-06,2.4910739726974776e-06,1.8148239077077252e-06,1.2809104649941638e-06,8.984836880621221e-07,6.433529680109635e-07,4.805514844212312e-07,3.771752339502629e-07,3.0909131680275576e-07,2.6182118550114414e-07,2.2742958131914564e-07,2.0125694692553472e-07,1.8058055391105248e-07,1.641730653974271e-07,1.513497599920149e-07,1.410917430283694e-07,1.3222697741851951e-07,1.240587553013077e-07,1.1659849291835204e-07,1.107162157279669e-07,1.0840099342617254e-07,1.1234548671238317e-07,1.2442421148037007e-07,1.4404830539008174e-07,1.6805203187473088e-07,1.9274533977643268e-07,2.1634704554524858e-07,2.3873413651346803e-07,2.584559303041486e-07,2.7146630846065123e-07,2.7455388878772656e-07,2.6970581845429905e-07,2.6372977401636936e-07,2.6350512423863184e-07,2.7230183966555717e-07,2.901480112983057e-07,3.1577339858723007e-07,3.468783107783981e-07,3.796579581697882e-07,4.105995664318726e-07,4.3980383605296836e-07,4.717548267881892e-07,5.127378761939962e-07,5.685673050454892e-07,6.44340388491446e-07,7.436277685193176e-07,8.65508145348765e-07,1.001816832661183e-06,1.1374368603581683e-06,1.2536385940689718e-06,1.3328756899829707e-06,1.3643843290974639e-06,1.3498503080226168e-06,1.3057634037866772e-06,1.2586357677989597e-06,1.2337179676197626e-06,1.2436095567282895e-06,1.2861508107858373e-06,1.3560864401945562e-06,1.4606436875812944e-06,1.620723536566037e-06,1.8529434776689982e-06,2.14891206007482e-06,2.4705026972373376e-06,2.7646219405737574e-06,2.986464867288718e-06,3.1167607487809427e-06,3.167155202331658e-06,3.1778309719388624e-06,3.209398346110164e-06,3.326100357975406e-06,3.575411262440627e-06,3.980150674726431e-06,4.552832577844563e-06,5.321590905068624e-06,6.347479114258941e-06,7.725250299173621e-06,9.575133285358059e-06,1.2031687116241899e-05,1.5221716968261894e-05,1.9216452927663423e-05,2.3960748920616116e-05,2.9220153524337497e-05,3.460866631247287e-05,3.971535701388464e-05,4.4239366730442015e-05,4.7979827701680235e-05,5.064406636396906e-05,5.167883409939198e-05,5.0401218571957965e-05,4.642823362033478e-05,4.0049419766609664e-05,3.219557369783562e-05,2.404144023341739e-05,1.658701059249859e-05,1.0467588876522616e-05
